"Name";"Edition";"Rarity";"Color";"Cost";"P/T";"Type";"Text";"Flavor"
"Explore";"WWK";"C";"G";"1G";"";"Sorcery";"You may play an additional land this turn.
Draw a card.";""
"Comet Storm";"WWK";"M";"R";"XRR";"";"Instant";"Multikicker %1 #(You may pay an additional %1 any number of times as you cast this spell.)#
Choose target creature or player, then choose another target creature or player for each time Comet Storm was kicked. Comet Storm deals X damage to each of them.";""
"Stone Idol Trap";"WWK";"R";"R";"5R";"";"Instant - Trap";"Stone Idol Trap costs %1 less to cast for each attacking creature.
Put a 6/12 colorless Construct artifact creature token with trample onto the battlefield. Exile it at the beginning of your next end step.";""
"Smother";"WWK";"U";"B";"1B";"";"Instant";"Destroy target creature with converted mana cost 3 or less. It can’t be regenerated.";""
"Join the Ranks";"WWK";"C";"W";"3W";"";"Instant";"Put two 1/1 white Soldier Ally creature tokens onto the battlefield.";""
"AEther Tradewinds";"WWK";"C";"U";"2U";"";"Instant";"Return target permanent you control and target permanent you don’t control to their owners’ hands.";""
"Marshal's Anthem";"WWK";"R";"W";"2WW";"";"Enchantment";"Multikicker %1%W #(You may pay an additional %1%W any number of times as you cast this spell.)#
Creatures you control get +1/+1.
When Marshal’s Anthem enters the battlefield, return up to X target creature cards from your graveyard to the battlefield, where X is the number of times Marshal’s Anthem was kicked.";""
"Quicksand";"WWK";"C";"Lnd";"";"";"Land";"%T: Add %1 to your mana pool.
%T, Sacrifice Quicksand: Target attacking creature without flying gets -1/-2 until end of turn.";""
"Iona's Judgment";"WWK";"C";"W";"4W";"";"Sorcery";"Exile target creature or enchantment.";""
"Quest for the Nihil Stone";"WWK";"R";"B";"B";"";"Enchantment";"Whenever an opponent discards a card, you may put a quest counter on Quest for the Nihil Stone.
At the beginning of each opponent’s upkeep, if that player has no cards in hand and Quest for the Nihil Stone has two or more quest counters on it, you may have that player lose 5 life.";""
"Quest for Ula's Temple";"WWK";"R";"U";"U";"";"Enchantment";"At the beginning of your upkeep, you may look at the top card of your library. If it’s a creature card, you may reveal it and put a quest counter on Quest for Ula’s Temple.
At the beginning of each end step, if there are three or more quest counters on Quest for Ula’s Temple, you may put a Kraken, Leviathan, Octopus, or Serpent creature card from your hand onto the battlefield.";""
"Wind Zendikon";"WWK";"C";"U";"U";"";"Enchantment - Aura";"Enchant land
Enchanted land is a 2/2 blue Elemental creature with flying. It’s still a land.
When enchanted land dies, return that card to its owner’s hand.";""
"Hammer of Ruin";"WWK";"U";"Art";"2";"";"Artifact - Equipment";"Equipped creature gets +2/+0.
Whenever equipped creature deals combat damage to a player, you may destroy target Equipment that player controls.
Equip %2";""
"Tectonic Edge";"WWK";"U";"Lnd";"";"";"Land";"%T: Add %1 to your mana pool.
%1, %T, Sacrifice Tectonic Edge: Destroy target nonbasic land. Activate this ability only if an opponent controls four or more lands.";""
"Halimar Depths";"WWK";"C";"Lnd";"";"";"Land";"Halimar Depths enters the battlefield tapped.
When Halimar Depths enters the battlefield, look at the top three cards of your library, then put them back in any order.
%T: Add %U to your mana pool.";""
"Amulet of Vigor";"WWK";"R";"Art";"1";"";"Artifact";"Whenever a permanent enters the battlefield tapped and under your control, untap it.";""
"Spell Contortion";"WWK";"U";"U";"2U";"";"Instant";"Multikicker %1%U #(You may pay an additional %1%U any number of times as you cast this spell.)#
Counter target spell unless its controller pays %2. Draw a card for each time Spell Contortion was kicked.";""
"Refraction Trap";"WWK";"U";"W";"3W";"";"Instant - Trap";"If an opponent cast a red instant or sorcery spell this turn, you may pay %W rather than pay Refraction Trap’s mana cost.
Prevent the next 3 damage that a source of your choice would deal to you and/or permanents you control this turn. If damage is prevented this way, Refraction Trap deals that much damage to target creature or player.";""
"Guard Duty";"ROE";"C";"W";"W";"";"Enchantment - Aura";"Enchant creature
Enchanted creature has defender.";""
"Harmless Assault";"ROE";"C";"W";"2WW";"";"Instant";"Prevent all combat damage that would be dealt this turn by attacking creatures.";""
"Demystify";"ROE";"C";"W";"W";"";"Instant";"Destroy target enchantment.";""
"Eland Umbra";"ROE";"C";"W";"1W";"";"Enchantment - Aura";"Enchant creature
Enchanted creature gets +0/+4.
Totem armor #(If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)#";""
"Emerge Unscathed";"ROE";"U";"W";"W";"";"Instant";"Target creature you control gains protection from the color of your choice until end of turn.
Rebound #(If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)#";""
"Allied Strategies";"DDE";"U";"U";"4U";"";"Sorcery";"#Domain# — Target player draws a card for each basic land type among lands he or she controls.";""
"Armadillo Cloak";"DDE";"C";"Gld";"1GW";"";"Enchantment - Aura";"Enchant creature
Enchanted creature gets +2/+2 and has trample.
Whenever enchanted creature deals damage, you gain that much life.";""
"Phyrexian Processor";"DDE";"R";"Art";"4";"";"Artifact";"As Phyrexian Processor enters the battlefield, pay any amount of life.
%4, %T: Put an X/X black Minion creature token onto the battlefield, where X is the life paid as Phyrexian Processor entered the battlefield.";""
"Spider Umbra";"ARC";"C";"G";"G";"";"Enchantment - Aura";"Enchant creature
Enchanted creature gets +1/+1 and has reach. #(It can block creatures with flying.)#
Totem armor #(If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)#";""
"Spin into Myth";"ARC";"U";"U";"4U";"";"Instant";"Put target creature on top of its owner’s library, then fateseal 2. #(To fateseal 2, look at the top two cards of an opponent’s library, then put any number of them on the bottom of that player’s library and the rest on top in any order.)#";""
"Sun Droplet";"ARC";"U";"Art";"2";"";"Artifact";"Whenever you’re dealt damage, put that many charge counters on Sun Droplet.
At the beginning of each upkeep, you may remove a charge counter from Sun Droplet. If you do, you gain 1 life.";""
"Swamp (1)";"ARC";"C";"Lnd";"";"";"Basic Land - Swamp";"";""
"Swamp (2)";"ARC";"C";"Lnd";"";"";"Basic Land - Swamp";"";""
"Swamp (3)";"ARC";"C";"Lnd";"";"";"Basic Land - Swamp";"";""
"Synod Sanctum";"ARC";"U";"Art";"1";"";"Artifact";"%2, %T: Exile target permanent you control.
%2, Sacrifice Synod Sanctum: Return all cards exiled with Synod Sanctum to the battlefield under your control.";""
"Puppet Strings";"DDE";"U";"Art";"3";"";"Artifact";"%2, %T: You may tap or untap target creature.";""
"Seething Song";"ARC";"C";"R";"2R";"";"Instant";"Add %R%R%R%R%R to your mana pool.";""
"Sign in Blood";"ARC";"C";"B";"BB";"";"Sorcery";"Target player draws two cards and loses 2 life.";""
"Skullcage";"ARC";"U";"Art";"4";"";"Artifact";"At the beginning of each opponent’s upkeep, Skullcage deals 2 damage to that player unless he or she has exactly three or exactly four cards in hand.";""
"Secluded Steppe";"ARC";"C";"Lnd";"";"";"Land";"Secluded Steppe enters the battlefield tapped.
%T: Add %W to your mana pool.
Cycling %W #(%W, Discard this card: Draw a card.)#";""
"Phyrexian Totem";"DDE";"U";"Art";"3";"";"Artifact";"%T: Add %B to your mana pool.
%2%B: Phyrexian Totem becomes a 5/5 black Horror artifact creature with trample until end of turn.
Whenever Phyrexian Totem is dealt damage, if it’s a creature, sacrifice that many permanents.";""
"Phyrexian Vault";"DDE";"U";"Art";"3";"";"Artifact";"%2, %T, Sacrifice a creature: Draw a card.";""
"Plains";"DDE";"C";"Lnd";"";"";"Basic Land - Plains";"";""
"Power Armor";"DDE";"U";"Art";"4";"";"Artifact";"#Domain# — %3, %T: Target creature gets +1/+1 until end of turn for each basic land type among lands you control.";""
"Raid Bombardment";"ROE";"C";"R";"2R";"";"Enchantment";"Whenever a creature you control with power 2 or less attacks, Raid Bombardment deals 1 damage to defending player.";""
"Spawning Breath";"ROE";"C";"R";"1R";"";"Instant";"Spawning Breath deals 1 damage to target creature or player. Put a 0/1 colorless Eldrazi Spawn creature token onto the battlefield. It has “Sacrifice this creature: Add %1 to your mana pool.”";""
"Splinter Twin";"ROE";"R";"R";"2RR";"";"Enchantment - Aura";"Enchant creature
Enchanted creature has “%T: Put a token that’s a copy of this creature onto the battlefield. That token has haste. Exile it at the beginning of the next end step.”";""
"Staggershock";"ROE";"C";"R";"2R";"";"Instant";"Staggershock deals 2 damage to target creature or player.
Rebound #(If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)#";""
"Surreal Memoir";"ROE";"U";"R";"3R";"";"Sorcery";"Return an instant card at random from your graveyard to your hand.
Rebound #(If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)#";""
"Traitorous Instinct";"ROE";"U";"R";"3R";"";"Sorcery";"Gain control of target creature until end of turn. Untap that creature. Until end of turn, it gets +2/+0 and gains haste.";""
"Hyena Umbra";"ROE";"C";"W";"W";"";"Enchantment - Aura";"Enchant creature
Enchanted creature gets +1/+1 and has first strike.
Totem armor #(If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)#";""
"Lightmine Field";"ROE";"R";"W";"2WW";"";"Enchantment";"Whenever one or more creatures attack, Lightmine Field deals damage to each of those creatures equal to the number of attacking creatures.";""
"Luminous Wake";"ROE";"U";"W";"2W";"";"Enchantment - Aura";"Enchant creature
Whenever enchanted creature attacks or blocks, you gain 4 life.";""
"Mammoth Umbra";"ROE";"U";"W";"4W";"";"Enchantment - Aura";"Enchant creature
Enchanted creature gets +3/+3 and has vigilance.
Totem armor #(If enchanted creature would be destroyed, instead remove all damage from it and destroy this Aura.)#";""
"Near-Death Experience";"ROE";"R";"W";"2WWW";"";"Enchantment";"At the beginning of your upkeep, if you have exactly 1 life, you win the game.";""
"Nomads' Assembly";"ROE";"R";"W";"4WW";"";"Sorcery";"Put a 1/1 white Kor Soldier creature token onto the battlefield for each creature you control.
Rebound #(If you cast this spell from your hand, exile it as it resolves. At the beginning of your next upkeep, you may cast this card from exile without paying its mana cost.)#";""
"Coalition Relic";"DDE";"R";"Art";"3";"";"Artifact";"%T: Add one mana of any color to your mana pool.
%T: Put a charge counter on Coalition Relic.
At the beginning of your precombat main phase, remove all charge counters from Coalition Relic. Add one mana of any color to your mana pool for each charge counter removed this way.";""
"Darigaaz's Charm";"DDE";"U";"Gld";"BRG";"";"Instant";"Choose one — Return target creature card from your graveyard to your hand; or Darigaaz’s Charm deals 3 damage to target creature or player; or target creature gets +3/+3 until end of turn.";""
"Dark Ritual";"DDE";"C";"B";"B";"";"Instant";"Add %B%B%B to your mana pool.";""
"Elfhame Palace";"DDE";"U";"Lnd";"";"";"Land";"Elfhame Palace enters the battlefield tapped.
%T: Add %G or %W to your mana pool.";""
"Evasive Action";"DDE";"U";"U";"1U";"";"Instant";"#Domain# — Counter target spell unless its controller pays %1 for each basic land type among lands you control.";""
"Exotic Curse";"DDE";"C";"B";"2B";"";"Enchantment - Aura";"Enchant creature
#Domain# — Enchanted creature gets -1/-1 for each basic land type among lands you control.";""
"Fertile Ground";"DDE";"C";"G";"1G";"";"Enchantment - Aura";"Enchant land
Whenever enchanted land is tapped for mana, its controller adds one mana of any color to his or her mana pool #(in addition to the mana the land produces)#.";""
"Forest (1)";"DDE";"C";"Lnd";"";"";"Basic Land - Forest";"";""
"Forest (2)";"DDE";"C";"Lnd";"";"";"Basic Land - Forest";"";""
"Gerrard's Command";"DDE";"C";"Gld";"GW";"";"Instant";"Untap target creature. It gets +3/+3 until end of turn.";""
"Harrow";"DDE";"C";"G";"2G";"";"Instant";"As an additional cost to cast Harrow, sacrifice a land.
Search your library for up to two basic land cards and put them onto the battlefield. Then shuffle your library.";""
"Hideous End";"DDE";"C";"B";"1BB";"";"Instant";"Destroy target nonblack creature. Its controller loses 2 life.";""
"Hornet Cannon";"DDE";"U";"Art";"4";"";"Artifact";"%3, %T: Put a 1/1 colorless Insect artifact creature token with flying and haste named Hornet onto the battlefield. Destroy it at the beginning of the next end step.";""
"Island";"DDE";"C";"Lnd";"";"";"Basic Land - Island";"";""
"Lightning Greaves";"DDE";"U";"Art";"2";"";"Artifact - Equipment";"Equipped creature has haste and shroud. #(It can’t be the target of spells or abilities.)#
Equip %0";""
"Living Death";"DDE";"R";"B";"3BB";"";"Sorcery";"Each player exiles all creature cards from his or her graveyard, then sacrifices all creatures he or she controls, then puts all cards he or she exiled this way onto the battlefield.";""
"Mountain";"DDE";"C";"Lnd";"";"";"Basic Land - Mountain";"";""
"Narrow Escape";"DDE";"C";"W";"2W";"";"Instant";"Return target permanent you control to its owner’s hand. You gain 4 life.";""
"Phyrexian Arena";"DDE";"R";"B";"1BB";"";"Enchantment";"At the beginning of your upkeep, you draw a card and you lose 1 life.";""
"Terminate";"ARC";"C";"Gld";"BR";"";"Instant";"Destroy target creature. It can’t be regenerated.";""
"Eldrazi Conscription";"ROE";"R";"Art";"8";"";"Tribal Enchantment - Eldrazi Aura";"Enchant creature
Enchanted creature gets +10/+10 and has trample and annihilator 2. #(Whenever it attacks, defending player sacrifices two permanents.)#";""
"Not of This World";"ROE";"U";"Art";"7";"";"Tribal Instant - Eldrazi";"Counter target spell or ability that targets a permanent you control.
Not of This World costs %7 less to cast if it targets a spell or ability that targets a creature you control with power 7 or greater.";""
"Skittering Invasion";"ROE";"U";"Art";"7";"";"Tribal Sorcery - Eldrazi";"Put five 0/1 colorless Eldrazi Spawn creature tokens onto the battlefield. They have “Sacrifice this creature: Add %1 to your mana pool.”";""
"Glorious Anthem (E)";"JUN";"";"W";"1WW";"";"Enchantment";"Creatures you control get +1/+1.";""
"Rith's Charm";"DDE";"U";"Gld";"RGW";"";"Instant";"Choose one — Destroy target nonbasic land; or put three 1/1 green Saproling creature tokens onto the battlefield; or prevent all damage a source of your choice would deal this turn.";""
"Shivan Oasis";"DDE";"U";"Lnd";"";"";"Land";"Shivan Oasis enters the battlefield tapped.
%T: Add %R or %G to your mana pool.";""
