Name	Edition	Rarity	Cost	P/T	Type	Text	Flavor
Gaea's Liege	B	R	3GGG	*/*	Creature - Avatar	"As long as Gaeaﾒs Liege isnﾒt attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaeaﾒs Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls.
%T: Target land becomes a Forest until Gaeaﾒs Liege leaves the battlefield."	
Gaea's Liege	R	R	3GGG	*/*	Creature - Avatar	"As long as Gaeaﾒs Liege isnﾒt attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaeaﾒs Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls.
%T: Target land becomes a Forest until Gaeaﾒs Liege leaves the battlefield."	
Gaea's Liege	U	R	3GGG	*/*	Creature - Avatar	"As long as Gaeaﾒs Liege isnﾒt attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaeaﾒs Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls.
%T: Target land becomes a Forest until Gaeaﾒs Liege leaves the battlefield."	
Gaea's Revenge	M11	M	5GG	8/5	Creature - Elemental	"Gaeaﾒs Revenge canﾒt be countered.
Haste
Gaeaﾒs Revenge canﾒt be the target of nongreen spells or abilities from nongreen sources."	
Gaea's Skyfolk	AP	C	GU	2/2	Creature - Elf Merfolk	Flying	
Galepowder Mage	LRW	R	3W	3/3	Creature - Kithkin Wizard	"Flying
Whenever Galepowder Mage attacks, exile another target creature. Return that card to the battlefield under its ownerﾒs control at the beginning of the next end step."	
Galepowder Mage	DDI	R	3W	3/3	Creature - Kithkin Wizard	"Flying
Whenever Galepowder Mage attacks, exile another target creature. Return that card to the battlefield under its ownerﾒs control at the beginning of the next end step."	
Galina's Knight	IN	C	WU	2/2	Creature - Merfolk Knight	Protection from red	
Gallowbraid	WL	R	3BB	5/5	Legendary Creature - Horror	"Trample
Cumulative upkeepﾗPay 1 life. #(At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)#"	
Gallows Warden	ISD	U	4W	3/3	Creature - Spirit	"Flying
Other Spirit creatures you control get +0/+1."	
Galvanic Alchemist	AVR	C	2U	1/4	Creature - Human Wizard	"Soulbond #(You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)#
As long as Galvanic Alchemist is paired with another creature, each of those creatures has ﾓ%2%U: Untap this creature.ﾔ"	
Galvanic Juggernaut	ISD	U	4	5/5	Artifact Creature - Juggernaut	"Galvanic Juggernaut attacks each turn if able.
Galvanic Juggernaut doesnﾒt untap during your untap step.
Whenever another creature dies, untap Galvanic Juggernaut."	
Galvanoth	MBS	R	3RR	3/3	Creature - Beast	At the beginning of your upkeep, you may look at the top card of your library. If itﾒs an instant or sorcery card, you may cast it without paying its mana cost.	
Galvanoth	DDJ	R	3RR	3/3	Creature - Beast	At the beginning of your upkeep, you may look at the top card of your library. If itﾒs an instant or sorcery card, you may cast it without paying its mana cost.	
Gamekeeper	UD	U	3G	2/2	Creature - Elf	When Gamekeeper dies, you may exile it. If you do, reveal cards from the top of your library until you reveal a creature card. Put that card onto the battlefield and put all other cards revealed this way into your graveyard.	
Game-Trail Changeling	MOR	C	3GG	4/4	Creature - Shapeshifter	"Changeling #(This card is every creature type at all times.)#
Trample"	
Gang of Devils	AVR	U	5R	3/3	Creature - Devil	When Gang of Devils dies, it deals 3 damage divided as you choose among one, two, or three target creatures and/or players.	
Gang of Elk	UL	U	5G	5/4	Creature - Elk Beast	Whenever Gang of Elk becomes blocked, it gets +2/+2 until end of turn for each creature blocking it.	
Gang of Elk	7	U	5G	5/4	Creature - Elk Beast	Whenever Gang of Elk becomes blocked, it gets +2/+2 until end of turn for each creature blocking it.	
Gangrenous Goliath	ON	R	3BB	4/4	Creature - Zombie Giant	Tap three untapped Clerics you control: Return Gangrenous Goliath from your graveyard to your hand.	
Gangrenous Zombies	IA	C	1BB	2/2	Creature - Zombie	%T, Sacrifice Gangrenous Zombies: Gangrenous Zombies deals 1 damage to each creature and each player. If you control a snow Swamp, Gangrenous Zombies deals 2 damage to each creature and each player instead.	
Gangrenous Zombies	CST	C	1BB	2/2	Creature - Zombie	%T, Sacrifice Gangrenous Zombies: Gangrenous Zombies deals 1 damage to each creature and each player. If you control a snow Swamp, Gangrenous Zombies deals 2 damage to each creature and each player instead.	
Gargantuan Gorilla	AL	R	4GGG	7/7	Creature - Ape	"At the beginning of your upkeep, you may sacrifice a Forest. If you sacrifice a snow Forest this way, Gargantuan Gorilla gains trample until end of turn. If you donﾒt sacrifice a Forest, sacrifice Gargantuan Gorilla and it deals 7 damage to you.
%T: Gargantuan Gorilla deals damage equal to its power to another target creature. That creature deals damage equal to its power to Gargantuan Gorilla."	
Gargoyle Sentinel	M11	U	3	3/3	Artifact Creature - Gargoyle	"Defender #(This creature canﾒt attack.)#
%3: Until end of turn, Gargoyle Sentinel loses defender and gains flying."	
Garruk Relentless/Garruk, the Veil-Cursed	ISD	M	3G	%3|#/	Planeswalker - Garruk/Planeswalker - Garruk	"When Garruk Relentless has two or fewer loyalty counters on him, transform him.
0: Garruk Relentless deals 3 damage to target creature. That creature deals damage equal to its power to him.
0: Put a 2/2 green Wolf creature token onto the battlefield.
//
+1: Put a 1/1 black Wolf creature token with deathtouch onto the battlefield.
-1: Sacrifice a creature. If you do, search your library for a creature card, reveal it, put it into your hand, then shuffle your library.
-3: Creatures you control gain trample and get +X/+X until end of turn, where X is the number of creature cards in your graveyard."	
Garruk Wildspeaker	DDD	M	2GG	%3#/	Planeswalker - Garruk	"+1: Untap two target lands.
-1: Put a 3/3 green Beast creature token onto the battlefield.
-4: Creatures you control get +3/+3 and gain trample until end of turn."	
Garruk Wildspeaker	M10	M	2GG	%3#/	Planeswalker - Garruk	"+1: Untap two target lands.
-1: Put a 3/3 green Beast creature token onto the battlefield.
-4: Creatures you control get +3/+3 and gain trample until end of turn."	
Garruk Wildspeaker	CMD	M	2GG	%3#/	Planeswalker - Garruk	"+1: Untap two target lands.
-1: Put a 3/3 green Beast creature token onto the battlefield.
-4: Creatures you control get +3/+3 and gain trample until end of turn."	
Garruk Wildspeaker	GAM		2GG	%3#/	Planeswalker - Garruk	"+1: Untap two target lands.
-1: Put a 3/3 green Beast creature token onto the battlefield.
-4: Creatures you control get +3/+3 and gain trample until end of turn."	
Garruk Wildspeaker	LRW	R	2GG	%3#/	Planeswalker - Garruk	"+1: Untap two target lands.
-1: Put a 3/3 green Beast creature token onto the battlefield.
-4: Creatures you control get +3/+3 and gain trample until end of turn."	
Garruk Wildspeaker	M11	M	2GG	%3#/	Planeswalker - Garruk	"+1: Untap two target lands.
-1: Put a 3/3 green Beast creature token onto the battlefield.
-4: Creatures you control get +3/+3 and gain trample until end of turn."	
Garruk, Primal Hunter	M12	M	2GGG	%3#/	Planeswalker - Garruk	"+1: Put a 3/3 green Beast creature token onto the battlefield.
-3: Draw cards equal to the greatest power among creatures you control.
-6: Put a 6/6 green Wurm creature token onto the battlefield for each land you control."	
Garruk, Primal Hunter	M13	M	2GGG	%3#/	Planeswalker - Garruk	"+1: Put a 3/3 green Beast creature token onto the battlefield.
-3: Draw cards equal to the greatest power among creatures you control.
-6: Put a 6/6 green Wurm creature token onto the battlefield for each land you control."	
Garruk's Companion	M11	C	GG	3/2	Creature - Beast	Trample #(If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)#	
Garruk's Companion	M12	C	GG	3/2	Creature - Beast	Trample #(If this creature would assign enough damage to its blockers to destroy them, you may have it assign the rest of its damage to defending player or planeswalker.)#	
Garruk's Horde	REL		5GG	7/7	Creature - Beast	"Trample 
Play with the top card of your library revealed.
You may cast the top card of your library if itﾒs a creature card. #(Do this only any time you could cast that creature card. You still pay the spellﾒs costs.)#"	
Garruk's Horde	M12	R	5GG	7/7	Creature - Beast	"Trample 
Play with the top card of your library revealed.
You may cast the top card of your library if itﾒs a creature card. #(Do this only any time you could cast that creature card. You still pay the spellﾒs costs.)#"	
Garruk's Packleader	M13	U	4G	4/4	Creature - Beast	Whenever another creature with power 3 or greater enters the battlefield under your control, you may draw a card.	
Garruk's Packleader	M11	U	4G	4/4	Creature - Beast	Whenever another creature with power 3 or greater enters the battlefield under your control, you may draw a card.	
Garza Zol, Plague Queen	CS	R	4UBR	5/5	Legendary Creature - Vampire	"Flying, haste
Whenever a creature dealt damage by Garza Zol, Plague Queen this turn dies, put a +1/+1 counter on Garza Zol.
Whenever Garza Zol deals combat damage to a player, you may draw a card."	
Garza's Assassin	CS	R	BBB	2/2	Creature - Human Assassin	"Sacrifice Garzaﾒs Assassin: Destroy target nonblack creature.
RecoverﾗPay half your life, rounded up. #(When another creature is put into your graveyard from the battlefield, you may pay half your life, rounded up. If you do, return this card from your graveyard to your hand. Otherwise, exile this card.)#"	
Gate Hound	RAV	C	2W	1/1	Creature - Hound	Creatures you control have vigilance as long as Gate Hound is enchanted.	
Gatecreeper Vine	RTR	C	1G	0/2	Creature - Plant	"Defender
When Gatecreeper Vine enters the battlefield, you may search your library for a basic land card or a Gate card, reveal it, put it into your hand, then shuffle your library."	
Gatekeeper of Malakir	FNM		BB	2/2	Creature - Vampire Warrior	"Kicker %B #(You may pay an additional %B as you cast this spell.)#
When Gatekeeper of Malakir enters the battlefield, if it was kicked, target player sacrifices a creature."	
Gatekeeper of Malakir	ZEN	U	BB	2/2	Creature - Vampire Warrior	"Kicker %B #(You may pay an additional %B as you cast this spell.)#
When Gatekeeper of Malakir enters the battlefield, if it was kicked, target player sacrifices a creature."	
Gateway Shade	GTC	U	2B	1/1	Creature - Shade	"%B: Gateway Shade gets +1/+1 until end of turn.
Tap an untapped Gate you control: Gateway Shade gets +2/+2 until end of turn."	
Gathan Raiders	ARC	C	3RR	3/3	Creature - Human Warrior	"#Hellbent# ﾗ Gathan Raiders gets +2/+2 as long as you have no cards in hand.
MorphﾗDiscard a card. #(You may cast this face down as a 2/2 creature for %3. Turn it face up any time for its morph cost.)#"	
Gathan Raiders	FUT	C	3RR	3/3	Creature - Human Warrior	"#Hellbent# ﾗ Gathan Raiders gets +2/+2 as long as you have no cards in hand.
MorphﾗDiscard a card. #(You may cast this face down as a 2/2 creature for %3. Turn it face up any time for its morph cost.)#"	
Gatherer of Graces	GP	U	1G	1/2	Creature - Human Druid	"Gatherer of Graces gets +1/+1 for each Aura attached to it.
Sacrifice an Aura: Regenerate Gatherer of Graces."	
Gavony Ironwright	DKA	U	2W	1/4	Creature - Human Soldier	#Fateful hour# ﾗ As long as you have 5 or less life, other creatures you control get +1/+4.	
Geist of Saint Traft	ISD	M	1WU	2/2	Legendary Creature - Spirit Cleric	"Hexproof #(This creature canﾒt be the target of spells or abilities your opponents control.)#
Whenever Geist of Saint Traft attacks, put a 4/4 white Angel creature token with flying onto the battlefield tapped and attacking. Exile that token at end of combat."	
Geist Trappers	AVR	C	4G	3/5	Creature - Human Warrior	"Soulbond #(You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)#
As long as Geist Trappers is paired with another creature, both creatures have reach."	
Geistcatcher's Rig	ISD	U	6	4/5	Artifact Creature - Construct	When Geistcatcherﾒs Rig enters the battlefield, you may have it deal 4 damage to target creature with flying.	
Geist-Honored Monk	ISD	R	3WW	*/*	Creature - Human Monk	"Vigilance
Geist-Honored Monkﾒs power and toughness are each equal to the number of creatures you control.
When Geist-Honored Monk enters the battlefield, put two 1/1 white Spirit creature tokens with flying onto the battlefield."	
Gelectrode	DDJ	U	1UR	0/1	Creature - Weird	"%T: Gelectrode deals 1 damage to target creature or player.
Whenever you cast an instant or sorcery spell, you may untap Gelectrode."	
Gelectrode	GP	U	1UR	0/1	Creature - Weird	"%T: Gelectrode deals 1 damage to target creature or player.
Whenever you cast an instant or sorcery spell, you may untap Gelectrode."	
Gemhide Sliver	TSP	C	1G	1/1	Creature - Sliver	All Slivers have ﾓ%T: Add one mana of any color to your mana pool.ﾔ	
Gemhide Sliver	H09	C	1G	1/1	Creature - Sliver	All Slivers have ﾓ%T: Add one mana of any color to your mana pool.ﾔ	
Gemini Engine	DS	R	6	3/4	Artifact Creature - Construct	Whenever Gemini Engine attacks, put a colorless Construct artifact creature token named Twin onto the battlefield attacking. Its power is equal to Gemini Engineﾒs power and its toughness is equal to Gemini Engineﾒs toughness. Sacrifice the token at end of combat.	
Gempalm Avenger	LE	C	5W	3/5	Creature - Human Soldier	"Cycling %2%W #(%2%W, Discard this card: Draw a card.)#
When you cycle Gempalm Avenger, Soldier creatures get +1/+1 and gain first strike until end of turn."	
Gempalm Incinerator	LE	U	2R	2/1	Creature - Goblin	"Cycling %1%R #(%1%R, Discard this card: Draw a card.)#
When you cycle Gempalm Incinerator, you may have it deal X damage to target creature, where X is the number of Goblins on the battlefield."	
Gempalm Incinerator	EVG	U	2R	2/1	Creature - Goblin	"Cycling %1%R #(%1%R, Discard this card: Draw a card.)#
When you cycle Gempalm Incinerator, you may have it deal X damage to target creature, where X is the number of Goblins on the battlefield."	
Gempalm Polluter	LE	C	5B	4/3	Creature - Zombie	"Cycling %B%B #(%B%B, Discard this card: Draw a card.)#
When you cycle Gempalm Polluter, you may have target player lose life equal to the number of Zombies on the battlefield."	
Gempalm Sorcerer	LE	U	2U	2/2	Creature - Human Wizard	"Cycling %2%U #(%2%U, Discard this card: Draw a card.)#
When you cycle Gempalm Sorcerer, Wizard creatures gain flying until end of turn."	
Gempalm Strider	EVG	U	1G	2/2	Creature - Elf	"Cycling %2%G%G #(%2%G%G, Discard this card: Draw a card.)#
When you cycle Gempalm Strider, Elf creatures get +2/+2 until end of turn."	
Gempalm Strider	LE	U	1G	2/2	Creature - Elf	"Cycling %2%G%G #(%2%G%G, Discard this card: Draw a card.)#
When you cycle Gempalm Strider, Elf creatures get +2/+2 until end of turn."	
General Jarkeld	IA	R	3W	1/2	Legendary Creature - Human Soldier	%T: Switch the blocking creatures of two target attacking creatures. Activate this ability only during the declare blockers step.	
Genesis	JU	R	4G	4/4	Creature - Incarnation	At the beginning of your upkeep, if Genesis is in your graveyard, you may pay %2%G. If you do, return target creature card from your graveyard to your hand.	
Geralf's Messenger	DKA	R	BBB	3/2	Creature - Zombie	"Geralfﾒs Messenger enters the battlefield tapped.
When Geralfﾒs Messenger enters the battlefield, target opponent loses 2 life.
Undying #(When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its ownerﾒs control with a +1/+1 counter on it.)#"	
